subject1,subject2
4.0468,6.2681
3.4523,2.5916
3.4388,3.7287
4.6004,3.2661
3.8501,2.1398
2.1206,2.4318
1.0874,4.1819
3.9109,1.6596
3.3428,2.8846
2.6787,1.7705
3.6497,2.7287
4.8373,1.6371
3.1774,3.2363
3.9566,0.45503
2.6303,4.2328
5.0027,0.42798
4.2972,2.6061
3.7147,1.9904
2.6002,3.6079
3.8791,2.2048
4.1325,4.5445
2.9687,4.8275
2.8476,3.6035
3.1364,1.6251
4.1415,3.6329
3.3087,3.4914
2.4563,0.57979
2.18,0.21778
3.1295,3.2181
4.5127,3.2967
3.7096,2.4339
5.3855,1.8443
4.3739,2.4285
3.608,3.6755
1.2293,3.0842
3.5393,1.5049
3.2861,3.9743
2.9648,2.0759
2.4883,1.7461
3.5604,2.2874
5.5604,4.907
4.9415,0.17077
3.5194,3.8672
2.7891,1.9243
2.7082,2.452
3.1824,3.0882
3.3383,4.0455
2.5313,1.991
4.7892,4.4561
3.5738,3.7877
3.9653,2.947
2.985,4.4363
2.3637,2.5991
3.3473,4.7196
3.2828,4.203
3.0644,3.6045
2.7602,2.4388
4.064,2.8154
3.4773,2.3716
2.824,2.1805
3.0166,3.1733
2.6007,2.3217
2.4421,1.8054
1.9675,1.3616
3.5974,1.6577
3.7993,0.85384
1.7051,2.7874
3.2763,2.9642
4.6051,1.6731
3.0082,5.2898
2.254,7.0846
2.7912,2.1223
2.8153,4.4131
3.9334,3.118
2.9767,4.9104
1.8244,-0.60465
2.7627,3.9008
4.1958,2.0849
4.2563,3.525
3.9633,1.8072
2.7141,3.6398
2.0651,3.9842
4.1025,3.5389
3.2125,3.492
3.7824,2.3521
3.5776,3.9793
5.255,3.0351
4.7934,4.6044
3.2244,5.7936
3.2925,4.2488
4.7564,0.90298
2.6338,3.2629
4.509,2.3241
2.8898,3.8524
2.4487,5.1412
3.6383,1.1038
2.8599,0.52268
2.5527,3.513
4.4671,2.1692
4.4748,5.0211
2.4831,0.77513
3.2581,3.0854
4.056,5.9603
4.1671,3.791
3.3802,4.0351
3.1477,4.5452
4.1805,2.896
3.0737,4.3696
3.5313,4.7984
3.1228,4.5606
3.9502,1.5732
3.8706,1.2586
4.7759,0.61103
5.0975,4.087
2.9811,5.1446
3.3553,0.76806
4.0035,3.393
4.8778,3.0193
4.5647,5.6117
5.1709,2.899
3.3331,-0.19794
2.7008,5.4074
4.0199,4.9658
5.0668,3.0009
3.9164,2.1008
3.2754,1.8696
2.7503,0.52585
3.0261,1.5293
3.3565,3.9486
2.7978,1.3398
3.0871,6.2136
2.8281,1.5338
4.6786,4.22
4.0754,3.1017
2.9929,2.8794
4.3665,3.181
2.2537,1.5236
4.3773,0.88551
4.7241,3.056
5.1928,2.403
4.0051,1.8236
2.7318,1.6427
4.345,2.8454
2.6139,0.7225
4.9546,1.4157
3.1632,3.0782
2.7194,0.80038
2.1665,3.3418
2.9833,5.1211
4.0778,3.4353
3.7972,4.5003
5.4614,3.4064
3.0511,3.3683
